cities,state,country,country_code
Summersville,West Virginia,USA,US
Weirton,West Virginia,USA,US
Welch,West Virginia,USA,US
Wellsburg,West Virginia,USA,US
Weston,West Virginia,USA,US
Wheeling,West Virginia,USA,US
White Sulphur Springs,West Virginia,USA,US
Williamson,West Virginia,USA,US
Appleton,Wisconsin,USA,US
Ashland,Wisconsin,USA,US
Baraboo,Wisconsin,USA,US
Belmont,Wisconsin,USA,US
Beloit,Wisconsin,USA,US
Eau Claire,Wisconsin,USA,US
Fond du Lac,Wisconsin,USA,US
Green Bay,Wisconsin,USA,US
Hayward,Wisconsin,USA,US
Janesville,Wisconsin,USA,US
Kenosha,Wisconsin,USA,US
La Crosse,Wisconsin,USA,US
Lake Geneva,Wisconsin,USA,US
Madison,Wisconsin,USA,US
Manitowoc,Wisconsin,USA,US
Marinette,Wisconsin,USA,US
Menasha,Wisconsin,USA,US
Milwaukee,Wisconsin,USA,US
Neenah,Wisconsin,USA,US
New Glarus,Wisconsin,USA,US
Oconto,Wisconsin,USA,US
Oshkosh,Wisconsin,USA,US
Peshtigo,Wisconsin,USA,US
Portage,Wisconsin,USA,US
Prairie du Chien,Wisconsin,USA,US
Racine,Wisconsin,USA,US
Rhinelander,Wisconsin,USA,US
Ripon,Wisconsin,USA,US
Sheboygan,Wisconsin,USA,US
Spring Green,Wisconsin,USA,US
Stevens Point,Wisconsin,USA,US
Sturgeon Bay,Wisconsin,USA,US
Superior,Wisconsin,USA,US
Waukesha,Wisconsin,USA,US
Wausau,Wisconsin,USA,US
Wauwatosa,Wisconsin,USA,US
West Allis,Wisconsin,USA,US
West Bend,Wisconsin,USA,US
Wisconsin Dells,Wisconsin,USA,US
Buffalo,Wyoming,USA,US
Casper,Wyoming,USA,US
Cheyenne,Wyoming,USA,US
Cody,Wyoming,USA,US
Douglas,Wyoming,USA,US
Evanston,Wyoming,USA,US
Gillette,Wyoming,USA,US
Green River,Wyoming,USA,US
Jackson,Wyoming,USA,US
Lander,Wyoming,USA,US
Laramie,Wyoming,USA,US
Newcastle,Wyoming,USA,US
Powell,Wyoming,USA,US
Rawlins,Wyoming,USA,US
Riverton,Wyoming,USA,US
Rock Springs,Wyoming,USA,US
Sheridan,Wyoming,USA,US
Ten Sleep,Wyoming,USA,US
Thermopolis,Wyoming,USA,US
Torrington,Wyoming,USA,US
Worland,Wyoming,USA,US
Port Blair,Andaman and Nicobar Islands,INDIA,IN
Adoni,Andhra Pradesh,INDIA,IN
Amaravati,Andhra Pradesh,INDIA,IN
Anantapur,Andhra Pradesh,INDIA,IN
Chandragiri,Andhra Pradesh,INDIA,IN
Chittoor,Andhra Pradesh,INDIA,IN
Dowlaiswaram,Andhra Pradesh,INDIA,IN
Eluru,Andhra Pradesh,INDIA,IN
Guntur,Andhra Pradesh,INDIA,IN
Kadapa,Andhra Pradesh,INDIA,IN
Kakinada,Andhra Pradesh,INDIA,IN
Kurnool,Andhra Pradesh,INDIA,IN
Machilipatnam,Andhra Pradesh,INDIA,IN
Nagarjunakoṇḍa,Andhra Pradesh,INDIA,IN
Rajahmundry,Andhra Pradesh,INDIA,IN
Srikakulam,Andhra Pradesh,INDIA,IN
Tirupati,Andhra Pradesh,INDIA,IN
Vijayawada,Andhra Pradesh,INDIA,IN
Visakhapatnam,Andhra Pradesh,INDIA,IN
Vizianagaram,Andhra Pradesh,INDIA,IN
Yemmiganur,Andhra Pradesh,INDIA,IN
Itanagar,Arunachal Pradesh,INDIA,IN
Dhuburi,Assam,INDIA,IN
Dibrugarh,Assam,INDIA,IN
Dispur,Assam,INDIA,IN
Guwahati,Assam,INDIA,IN
Jorhat,Assam,INDIA,IN
Nagaon,Assam,INDIA,IN
Sivasagar,Assam,INDIA,IN
Silchar,Assam,INDIA,IN
Tezpur,Assam,INDIA,IN
Tinsukia,Assam,INDIA,IN
Ara,Bihar,INDIA,IN
Barauni,Bihar,INDIA,IN
Begusarai,Bihar,INDIA,IN
Bettiah,Bihar,INDIA,IN
Bhagalpur,Bihar,INDIA,IN
Bihar Sharif,Bihar,INDIA,IN
Bodh Gaya,Bihar,INDIA,IN
Buxar,Bihar,INDIA,IN
Chapra,Bihar,INDIA,IN
Darbhanga,Bihar,INDIA,IN
Dehri,Bihar,INDIA,IN
Dinapur Nizamat,Bihar,INDIA,IN
Gaya,Bihar,INDIA,IN
Hajipur,Bihar,INDIA,IN
Jamalpur,Bihar,INDIA,IN
Katihar,Bihar,INDIA,IN
Madhubani,Bihar,INDIA,IN
Motihari,Bihar,INDIA,IN
Munger,Bihar,INDIA,IN
Muzaffarpur,Bihar,INDIA,IN
Patna,Bihar,INDIA,IN
Purnia,Bihar,INDIA,IN
Pusa,Bihar,INDIA,IN
Saharsa,Bihar,INDIA,IN
Samastipur,Bihar,INDIA,IN
Sasaram,Bihar,INDIA,IN
Sitamarhi,Bihar,INDIA,IN
Siwan,Bihar,INDIA,IN
Chandigarh,Chandigarh,INDIA,IN
Ambikapur,Chhattisgarh,INDIA,IN
Bhilai,Chhattisgarh,INDIA,IN
Bilaspur,Chhattisgarh,INDIA,IN
Dhamtari,Chhattisgarh,INDIA,IN
Durg,Chhattisgarh,INDIA,IN
Jagdalpur,Chhattisgarh,INDIA,IN
Raipur,Chhattisgarh,INDIA,IN
Rajnandgaon,Chhattisgarh,INDIA,IN
Daman,Dadra and Nagar Haveli and Daman and Diu,INDIA,IN
Diu,Dadra and Nagar Haveli and Daman and Diu,INDIA,IN
Silvassa,Dadra and Nagar Haveli and Daman and Diu,INDIA,IN
Delhi,Delhi,INDIA,IN
New Delhi,Delhi,INDIA,IN
Madgaon,Goa,INDIA,IN
Panaji,Goa,INDIA,IN
Ahmadabad,Gujarat,INDIA,IN
Amreli,Gujarat,INDIA,IN
Bharuch,Gujarat,INDIA,IN
Bhavnagar,Gujarat,INDIA,IN
Bhuj,Gujarat,INDIA,IN
Dwarka,Gujarat,INDIA,IN
Gandhinagar,Gujarat,INDIA,IN
Godhra,Gujarat,INDIA,IN
Jamnagar,Gujarat,INDIA,IN
Junagadh,Gujarat,INDIA,IN
Kandla,Gujarat,INDIA,IN
Khambhat,Gujarat,INDIA,IN
Kheda,Gujarat,INDIA,IN
Mahesana,Gujarat,INDIA,IN
Morbi,Gujarat,INDIA,IN
Nadiad,Gujarat,INDIA,IN
Navsari,Gujarat,INDIA,IN
Okha,Gujarat,INDIA,IN
Palanpur,Gujarat,INDIA,IN
Patan,Gujarat,INDIA,IN
Porbandar,Gujarat,INDIA,IN
Rajkot,Gujarat,INDIA,IN
Surat,Gujarat,INDIA,IN
Surendranagar,Gujarat,INDIA,IN
Valsad,Gujarat,INDIA,IN
Veraval,Gujarat,INDIA,IN
Ambala,Haryana,INDIA,IN
Bhiwani,Haryana,INDIA,IN
Chandigarh,Haryana,INDIA,IN
Faridabad,Haryana,INDIA,IN
Firozpur Jhirka,Haryana,INDIA,IN
Gurugram,Haryana,INDIA,IN
Hansi,Haryana,INDIA,IN
Hisar,Haryana,INDIA,IN
Jind,Haryana,INDIA,IN
Kaithal,Haryana,INDIA,IN
Karnal,Haryana,INDIA,IN
Kurukshetra,Haryana,INDIA,IN
Panipat,Haryana,INDIA,IN
Pehowa,Haryana,INDIA,IN
Rewari,Haryana,INDIA,IN
Rohtak,Haryana,INDIA,IN
Sirsa,Haryana,INDIA,IN
Sonipat,Haryana,INDIA,IN
Bilaspur,Himachal Pradesh,INDIA,IN
Chamba,Himachal Pradesh,INDIA,IN
Dalhousie,Himachal Pradesh,INDIA,IN
Dharmshala,Himachal Pradesh,INDIA,IN
Hamirpur,Himachal Pradesh,INDIA,IN
Kangra,Himachal Pradesh,INDIA,IN
Kullu,Himachal Pradesh,INDIA,IN
Mandi,Himachal Pradesh,INDIA,IN
Nahan,Himachal Pradesh,INDIA,IN
Shimla,Himachal Pradesh,INDIA,IN
Una,Himachal Pradesh,INDIA,IN
Anantnag,Jammu and Kashmir,INDIA,IN
Baramula,Jammu and Kashmir,INDIA,IN
Doda,Jammu and Kashmir,INDIA,IN
Gulmarg,Jammu and Kashmir,INDIA,IN
Jammu,Jammu and Kashmir,INDIA,IN
Kathua,Jammu and Kashmir,INDIA,IN
Punch,Jammu and Kashmir,INDIA,IN
Rajouri,Jammu and Kashmir,INDIA,IN
Srinagar,Jammu and Kashmir,INDIA,IN
Udhampur,Jammu and Kashmir,INDIA,IN
Bokaro,Jharkhand,INDIA,IN
Chaibasa,Jharkhand,INDIA,IN
Deoghar,Jharkhand,INDIA,IN
Dhanbad,Jharkhand,INDIA,IN
Dumka,Jharkhand,INDIA,IN
Giridih,Jharkhand,INDIA,IN
Hazaribag,Jharkhand,INDIA,IN
Jamshedpur,Jharkhand,INDIA,IN
Jharia,Jharkhand,INDIA,IN
Rajmahal,Jharkhand,INDIA,IN
Ranchi,Jharkhand,INDIA,IN
Saraikela,Jharkhand,INDIA,IN
Badami,Karnataka,INDIA,IN
Ballari,Karnataka,INDIA,IN
Bengaluru,Karnataka,INDIA,IN
Belagavi,Karnataka,INDIA,IN
Bhadravati,Karnataka,INDIA,IN
Bidar,Karnataka,INDIA,IN
Chikkamagaluru,Karnataka,INDIA,IN
Chitradurga,Karnataka,INDIA,IN
Davangere,Karnataka,INDIA,IN
Halebid,Karnataka,INDIA,IN
Hassan,Karnataka,INDIA,IN
Hubballi-Dharwad,Karnataka,INDIA,IN
Kalaburagi,Karnataka,INDIA,IN
Kolar,Karnataka,INDIA,IN
Madikeri,Karnataka,INDIA,IN
Mandya,Karnataka,INDIA,IN
Mangaluru,Karnataka,INDIA,IN
Mysuru,Karnataka,INDIA,IN
Raichur,Karnataka,INDIA,IN
Shivamogga,Karnataka,INDIA,IN
Shravanabelagola,Karnataka,INDIA,IN
Shrirangapattana,Karnataka,INDIA,IN
Tumakuru,Karnataka,INDIA,IN
Vijayapura,Karnataka,INDIA,IN
Alappuzha,Kerala,INDIA,IN
Vatakara,Kerala,INDIA,IN
Idukki,Kerala,INDIA,IN
Kannur,Kerala,INDIA,IN
Kochi,Kerala,INDIA,IN
Kollam,Kerala,INDIA,IN
Kottayam,Kerala,INDIA,IN
Kozhikode,Kerala,INDIA,IN
Mattancheri,Kerala,INDIA,IN
Palakkad,Kerala,INDIA,IN
Thalassery,Kerala,INDIA,IN
Thiruvananthapuram,Kerala,INDIA,IN
Thrissur,Kerala,INDIA,IN
Kargil,Ladakh,INDIA,IN
Leh,Ladakh,INDIA,IN
Balaghat,Madhya Pradesh,INDIA,IN
Barwani,Madhya Pradesh,INDIA,IN
Betul,Madhya Pradesh,INDIA,IN
Bharhut,Madhya Pradesh,INDIA,IN
Bhind,Madhya Pradesh,INDIA,IN
Bhojpur,Madhya Pradesh,INDIA,IN
Bhopal,Madhya Pradesh,INDIA,IN
Burhanpur,Madhya Pradesh,INDIA,IN
Chhatarpur,Madhya Pradesh,INDIA,IN
Chhindwara,Madhya Pradesh,INDIA,IN
Damoh,Madhya Pradesh,INDIA,IN
Datia,Madhya Pradesh,INDIA,IN
Dewas,Madhya Pradesh,INDIA,IN
Dhar,Madhya Pradesh,INDIA,IN
Dr. Ambedkar Nagar (Mhow),Madhya Pradesh,INDIA,IN
Guna,Madhya Pradesh,INDIA,IN
Gwalior,Madhya Pradesh,INDIA,IN
Hoshangabad,Madhya Pradesh,INDIA,IN
Indore,Madhya Pradesh,INDIA,IN
Itarsi,Madhya Pradesh,INDIA,IN
Jabalpur,Madhya Pradesh,INDIA,IN
Jhabua,Madhya Pradesh,INDIA,IN
Khajuraho,Madhya Pradesh,INDIA,IN
Khandwa,Madhya Pradesh,INDIA,IN
Khargone,Madhya Pradesh,INDIA,IN
Maheshwar,Madhya Pradesh,INDIA,IN
Mandla,Madhya Pradesh,INDIA,IN
Mandsaur,Madhya Pradesh,INDIA,IN
Morena,Madhya Pradesh,INDIA,IN
Murwara,Madhya Pradesh,INDIA,IN
Narsimhapur,Madhya Pradesh,INDIA,IN
Narsinghgarh,Madhya Pradesh,INDIA,IN
Narwar,Madhya Pradesh,INDIA,IN
Neemuch,Madhya Pradesh,INDIA,IN
Nowgong,Madhya Pradesh,INDIA,IN
Orchha,Madhya Pradesh,INDIA,IN
Panna,Madhya Pradesh,INDIA,IN
Raisen,Madhya Pradesh,INDIA,IN
Rajgarh,Madhya Pradesh,INDIA,IN
Ratlam,Madhya Pradesh,INDIA,IN
Rewa,Madhya Pradesh,INDIA,IN
Sagar,Madhya Pradesh,INDIA,IN
Sarangpur,Madhya Pradesh,INDIA,IN
Satna,Madhya Pradesh,INDIA,IN
Sehore,Madhya Pradesh,INDIA,IN
Seoni,Madhya Pradesh,INDIA,IN
Shahdol,Madhya Pradesh,INDIA,IN
Shajapur,Madhya Pradesh,INDIA,IN
Sheopur,Madhya Pradesh,INDIA,IN
Shivpuri,Madhya Pradesh,INDIA,IN
Ujjain,Madhya Pradesh,INDIA,IN
Vidisha,Madhya Pradesh,INDIA,IN
Ahmadnagar,Maharashtra,INDIA,IN
Akola,Maharashtra,INDIA,IN
Amravati,Maharashtra,INDIA,IN
Aurangabad,Maharashtra,INDIA,IN
Bhandara,Maharashtra,INDIA,IN
Bhusawal,Maharashtra,INDIA,IN
Bid,Maharashtra,INDIA,IN
Buldhana,Maharashtra,INDIA,IN
Chandrapur,Maharashtra,INDIA,IN
Daulatabad,Maharashtra,INDIA,IN
Dhule,Maharashtra,INDIA,IN
Jalgaon,Maharashtra,INDIA,IN
Kalyan,Maharashtra,INDIA,IN
Karli,Maharashtra,INDIA,IN
Kolhapur,Maharashtra,INDIA,IN
Mahabaleshwar,Maharashtra,INDIA,IN
Malegaon,Maharashtra,INDIA,IN
Matheran,Maharashtra,INDIA,IN
Mumbai,Maharashtra,INDIA,IN
Nagpur,Maharashtra,INDIA,IN
Nanded,Maharashtra,INDIA,IN
Nashik,Maharashtra,INDIA,IN
Osmanabad,Maharashtra,INDIA,IN
Pandharpur,Maharashtra,INDIA,IN
Parbhani,Maharashtra,INDIA,IN
Pune,Maharashtra,INDIA,IN
Ratnagiri,Maharashtra,INDIA,IN
Sangli,Maharashtra,INDIA,IN
Satara,Maharashtra,INDIA,IN
Sevagram,Maharashtra,INDIA,IN
Solapur,Maharashtra,INDIA,IN
Thane,Maharashtra,INDIA,IN
Ulhasnagar,Maharashtra,INDIA,IN
Vasai-Virar,Maharashtra,INDIA,IN
Wardha,Maharashtra,INDIA,IN
Yavatmal,Maharashtra,INDIA,IN
Imphal,Manipur,INDIA,IN
Cherrapunji,Meghalaya,INDIA,IN
Shillong,Meghalaya,INDIA,IN
Aizawl,Mizoram,INDIA,IN
Lunglei,Mizoram,INDIA,IN
Kohima,Nagaland,INDIA,IN
Mon,Nagaland,INDIA,IN
Phek,Nagaland,INDIA,IN
Wokha,Nagaland,INDIA,IN
Zunheboto,Nagaland,INDIA,IN
Balangir,Odisha,INDIA,IN
Baleshwar,Odisha,INDIA,IN
Baripada,Odisha,INDIA,IN
Bhubaneshwar,Odisha,INDIA,IN
Brahmapur,Odisha,INDIA,IN
Cuttack,Odisha,INDIA,IN
Dhenkanal,Odisha,INDIA,IN
Kendujhar,Odisha,INDIA,IN
Konark,Odisha,INDIA,IN
Koraput,Odisha,INDIA,IN
Paradip,Odisha,INDIA,IN
Phulabani,Odisha,INDIA,IN
Puri,Odisha,INDIA,IN
Sambalpur,Odisha,INDIA,IN
Udayagiri,Odisha,INDIA,IN
Karaikal,Puducherry,INDIA,IN
Mahe,Puducherry,INDIA,IN
Puducherry,Puducherry,INDIA,IN
Yanam,Puducherry,INDIA,IN
Amritsar,Punjab,INDIA,IN
Batala,Punjab,INDIA,IN
Chandigarh,Punjab,INDIA,IN
Faridkot,Punjab,INDIA,IN
Firozpur,Punjab,INDIA,IN
Gurdaspur,Punjab,INDIA,IN
Hoshiarpur,Punjab,INDIA,IN
Jalandhar,Punjab,INDIA,IN
Kapurthala,Punjab,INDIA,IN
Ludhiana,Punjab,INDIA,IN
Nabha,Punjab,INDIA,IN
Patiala,Punjab,INDIA,IN
Rupnagar,Punjab,INDIA,IN
Sangrur,Punjab,INDIA,IN
Abu,Rajasthan,INDIA,IN
Ajmer,Rajasthan,INDIA,IN
Alwar,Rajasthan,INDIA,IN
Amer,Rajasthan,INDIA,IN
Barmer,Rajasthan,INDIA,IN
Beawar,Rajasthan,INDIA,IN
Bharatpur,Rajasthan,INDIA,IN
Bhilwara,Rajasthan,INDIA,IN
Bikaner,Rajasthan,INDIA,IN
Bundi,Rajasthan,INDIA,IN
Chittaurgarh,Rajasthan,INDIA,IN
Churu,Rajasthan,INDIA,IN
Dhaulpur,Rajasthan,INDIA,IN
Dungarpur,Rajasthan,INDIA,IN
Ganganagar,Rajasthan,INDIA,IN
Hanumangarh,Rajasthan,INDIA,IN
Jaipur,Rajasthan,INDIA,IN
Jaisalmer,Rajasthan,INDIA,IN
Jalor,Rajasthan,INDIA,IN
Jhalawar,Rajasthan,INDIA,IN
Jhunjhunu,Rajasthan,INDIA,IN
Jodhpur,Rajasthan,INDIA,IN
Kishangarh,Rajasthan,INDIA,IN
Kota,Rajasthan,INDIA,IN
Merta,Rajasthan,INDIA,IN
Nagaur,Rajasthan,INDIA,IN
Nathdwara,Rajasthan,INDIA,IN
Pali,Rajasthan,INDIA,IN
Phalodi,Rajasthan,INDIA,IN
Pushkar,Rajasthan,INDIA,IN
Sawai Madhopur,Rajasthan,INDIA,IN
Shahpura,Rajasthan,INDIA,IN
Sikar,Rajasthan,INDIA,IN
Sirohi,Rajasthan,INDIA,IN
Tonk,Rajasthan,INDIA,IN
Udaipur,Rajasthan,INDIA,IN
Gangtok,Sikkim,INDIA,IN
Gyalshing,Sikkim,INDIA,IN
Lachung,Sikkim,INDIA,IN
Mangan,Sikkim,INDIA,IN
Arcot,Tamil Nadu,INDIA,IN
Chengalpattu,Tamil Nadu,INDIA,IN
Chennai,Tamil Nadu,INDIA,IN
Chidambaram,Tamil Nadu,INDIA,IN
Coimbatore,Tamil Nadu,INDIA,IN
Cuddalore,Tamil Nadu,INDIA,IN
Dharmapuri,Tamil Nadu,INDIA,IN
Dindigul,Tamil Nadu,INDIA,IN
Erode,Tamil Nadu,INDIA,IN
Kanchipuram,Tamil Nadu,INDIA,IN
Kanniyakumari,Tamil Nadu,INDIA,IN
Kodaikanal,Tamil Nadu,INDIA,IN
Kumbakonam,Tamil Nadu,INDIA,IN
Madurai,Tamil Nadu,INDIA,IN
Mamallapuram,Tamil Nadu,INDIA,IN
Nagappattinam,Tamil Nadu,INDIA,IN
Nagercoil,Tamil Nadu,INDIA,IN
Palayamkottai,Tamil Nadu,INDIA,IN
Pudukkottai,Tamil Nadu,INDIA,IN
Rajapalayam,Tamil Nadu,INDIA,IN
Ramanathapuram,Tamil Nadu,INDIA,IN
Salem,Tamil Nadu,INDIA,IN
Thanjavur,Tamil Nadu,INDIA,IN
Tiruchchirappalli,Tamil Nadu,INDIA,IN
Tirunelveli,Tamil Nadu,INDIA,IN
Tiruppur,Tamil Nadu,INDIA,IN
Thoothukudi,Tamil Nadu,INDIA,IN
Udhagamandalam,Tamil Nadu,INDIA,IN
Vellore,Tamil Nadu,INDIA,IN
Hyderabad,Telangana,INDIA,IN
Karimnagar,Telangana,INDIA,IN
Khammam,Telangana,INDIA,IN
Mahbubnagar,Telangana,INDIA,IN
Nizamabad,Telangana,INDIA,IN
Sangareddi,Telangana,INDIA,IN
Warangal,Telangana,INDIA,IN
Tripura,Telangana,INDIA,IN
Agartala,Tripura,INDIA,IN
Agra,Uttar Pradesh,INDIA,IN
Aligarh,Uttar Pradesh,INDIA,IN
Amroha,Uttar Pradesh,INDIA,IN
Ayodhya,Uttar Pradesh,INDIA,IN
Azamgarh,Uttar Pradesh,INDIA,IN
Bahraich,Uttar Pradesh,INDIA,IN
Ballia,Uttar Pradesh,INDIA,IN
Banda,Uttar Pradesh,INDIA,IN
Bara Banki,Uttar Pradesh,INDIA,IN
Bareilly,Uttar Pradesh,INDIA,IN
Basti,Uttar Pradesh,INDIA,IN
Bijnor,Uttar Pradesh,INDIA,IN
Bithur,Uttar Pradesh,INDIA,IN
Budaun,Uttar Pradesh,INDIA,IN
Bulandshahr,Uttar Pradesh,INDIA,IN
Deoria,Uttar Pradesh,INDIA,IN
Etah,Uttar Pradesh,INDIA,IN
Etawah,Uttar Pradesh,INDIA,IN
Faizabad,Uttar Pradesh,INDIA,IN
Farrukhabad-cum-Fatehgarh,Uttar Pradesh,INDIA,IN
Fatehpur,Uttar Pradesh,INDIA,IN
Fatehpur Sikri,Uttar Pradesh,INDIA,IN
Ghaziabad,Uttar Pradesh,INDIA,IN
Ghazipur,Uttar Pradesh,INDIA,IN
Gonda,Uttar Pradesh,INDIA,IN
Gorakhpur,Uttar Pradesh,INDIA,IN
Hamirpur,Uttar Pradesh,INDIA,IN
Hardoi,Uttar Pradesh,INDIA,IN
Hathras,Uttar Pradesh,INDIA,IN
Jalaun,Uttar Pradesh,INDIA,IN
Jaunpur,Uttar Pradesh,INDIA,IN
Jhansi,Uttar Pradesh,INDIA,IN
Kannauj,Uttar Pradesh,INDIA,IN
Kanpur,Uttar Pradesh,INDIA,IN
Lakhimpur,Uttar Pradesh,INDIA,IN
Lalitpur,Uttar Pradesh,INDIA,IN
Lucknow,Uttar Pradesh,INDIA,IN
Mainpuri,Uttar Pradesh,INDIA,IN
Mathura,Uttar Pradesh,INDIA,IN
Meerut,Uttar Pradesh,INDIA,IN
Mirzapur-Vindhyachal,Uttar Pradesh,INDIA,IN
Moradabad,Uttar Pradesh,INDIA,IN
Muzaffarnagar,Uttar Pradesh,INDIA,IN
Partapgarh,Uttar Pradesh,INDIA,IN
Pilibhit,Uttar Pradesh,INDIA,IN
Prayagraj,Uttar Pradesh,INDIA,IN
Rae Bareli,Uttar Pradesh,INDIA,IN
Rampur,Uttar Pradesh,INDIA,IN
Saharanpur,Uttar Pradesh,INDIA,IN
Sambhal,Uttar Pradesh,INDIA,IN
Shahjahanpur,Uttar Pradesh,INDIA,IN
Sitapur,Uttar Pradesh,INDIA,IN
Sultanpur,Uttar Pradesh,INDIA,IN
Tehri,Uttar Pradesh,INDIA,IN
Varanasi,Uttar Pradesh,INDIA,IN
Almora,Uttarakhand,INDIA,IN
Dehra Dun,Uttarakhand,INDIA,IN
Haridwar,Uttarakhand,INDIA,IN
Mussoorie,Uttarakhand,INDIA,IN
Nainital,Uttarakhand,INDIA,IN
Pithoragarh,Uttarakhand,INDIA,IN
Alipore,West Bengal,INDIA,IN
Alipur Duar,West Bengal,INDIA,IN
Asansol,West Bengal,INDIA,IN
Baharampur,West Bengal,INDIA,IN
Bally,West Bengal,INDIA,IN
Balurghat,West Bengal,INDIA,IN
Bankura,West Bengal,INDIA,IN
Baranagar,West Bengal,INDIA,IN
Barasat,West Bengal,INDIA,IN
Barrackpore,West Bengal,INDIA,IN
Basirhat,West Bengal,INDIA,IN
Bhatpara,West Bengal,INDIA,IN
Bishnupur,West Bengal,INDIA,IN
Budge Budge,West Bengal,INDIA,IN
Burdwan,West Bengal,INDIA,IN
Chandernagore,West Bengal,INDIA,IN
Darjeeling,West Bengal,INDIA,IN
Diamond Harbour,West Bengal,INDIA,IN
Dum Dum,West Bengal,INDIA,IN
Durgapur,West Bengal,INDIA,IN
Halisahar,West Bengal,INDIA,IN
Haora,West Bengal,INDIA,IN
Hugli,West Bengal,INDIA,IN
Ingraj Bazar,West Bengal,INDIA,IN
Jalpaiguri,West Bengal,INDIA,IN
Kalimpong,West Bengal,INDIA,IN
Kamarhati,West Bengal,INDIA,IN
Kanchrapara,West Bengal,INDIA,IN
Kharagpur,West Bengal,INDIA,IN
Cooch Behar,West Bengal,INDIA,IN
Kolkata,West Bengal,INDIA,IN
Krishnanagar,West Bengal,INDIA,IN
Malda,West Bengal,INDIA,IN
Midnapore,West Bengal,INDIA,IN
Murshidabad,West Bengal,INDIA,IN
Nabadwip,West Bengal,INDIA,IN
Palashi,West Bengal,INDIA,IN
Panihati,West Bengal,INDIA,IN
Purulia,West Bengal,INDIA,IN
Raiganj,West Bengal,INDIA,IN
Santipur,West Bengal,INDIA,IN
Shantiniketan,West Bengal,INDIA,IN
Shrirampur,West Bengal,INDIA,IN
Siliguri,West Bengal,INDIA,IN
Siuri,West Bengal,INDIA,IN
Tamluk,West Bengal,INDIA,IN
Titagarh,West Bengal,INDIA,IN
Ahmedabad,Gujarat,INDIA,IN

